"id_ib";"id_fun";"id_fm";"id_um";"str_nombre_ia";"txt_descripcion";"str_formula";"int_codigo_ib";"str_codigo_ib"
"963";"1";"769";"";"Trabajo infantil (5 - 14 años)";"Se define a los niños trabajadores como aquellos que trabajaron al menos una hora la semana pasada, realizaron alguna actividad dentro o fuera del hogar para ayudar al mantenimiento del mismo, o aquellos que no trabajaron la semana pasada pero tienen un trabajo al cual regresarán. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"994";"Emple075"
"964";"1";"769";"";"Trabajo infantil (5 - 17 años)";"Se define a los niños trabajadores como aquellos que trabajaron al menos una hora la semana pasada, realizaron alguna actividad dentro o fuera del hogar para ayudar al mantenimiento del mismo, o aquellos que no trabajaron la semana pasada pero tienen un trabajo al cual regresarán. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"995";"Emple076"
"965";"1";"769";"";"Trabajo infantil (15 - 17 años)";"Se define a los niños trabajadores como aquellos que trabajaron al menos una hora la semana pasada, realizaron alguna actividad dentro o fuera del hogar para ayudar al mantenimiento del mismo, o aquellos que no trabajaron la semana pasada pero tienen un trabajo al cual regresarán. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"996";"Emple077"
"966";"1";"773";"";"Trabajan y estudian (5 - 14 años)";"Se trata de una tipología que combina la situación de trabajo y educación de los niños/as de 5 a 14 años de edad. Apunta a identificar a los niños que debido al trabajo no tienen acceso a la educación o lo hacen con dificultades. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"997";"Emple078"
"967";"1";"773";"";"Trabajan y estudian (5 -17 años)";"Se trata de una tipología que combina la situación de trabajo y educación de los niños/as de 5 a 17 años de edad. Apunta a identificar a los niños que debido al trabajo no tienen acceso a la educación o lo hacen con dificultades. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"998";"Emple079"
"968";"1";"773";"";"Trabajan y estudian (15 - 17 años)";"Se trata de una tipología que combina la situación de trabajo y educación de los niños/as de 15 a 17 años de edad. Apunta a identificar a los niños que debido al trabajo no tienen acceso a la educación o lo hacen con dificultades. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"999";"Emple080"
"219";"1";"165";"";"Tasa de desempleo";"Personas de 10 años y más que durante el período de referencia de la medición (la última semana) no tenían empleo y estaban disponibles para trabajar. Abarca tanto a (i) aquellos trabajadores/as que se quedaron sin empleo por despido o renuncia (cesantes), cuanto (ii) a quienes se incorporan por primera vez al mercado de trabajo (trabajadores nuevos). Se refiere solo a la población económicamente activa (PEA).";"";"220";"Emple052"
"228";"1";"176";"";"Tasa de empleo adecuado";"La población con ocupación plena está constituida por personas ocupadas de 10 años, con relación de dependencia, con trabajo estable y con aportes al seguro social que trabajan como mínimo la jornada legal, tienen ingresos superiores al salario unificado legal y no desean trabajar más (no realizan gestiones); o bien que trabajan menos de 40 horas, sus ingresos son superiores al salario unificado legal y no desean trabajar más horas.";"";"229";"Emple059"
"969";"1";"773";"";"Trabajan y no estudian (5 - 14 años)";"Se trata de una tipología que combina la situación de trabajo y educación de los niños/as de 5 a 14 años de edad. Apunta a identificar a los niños que debido al trabajo no tienen acceso a la educación o lo hacen con dificultades. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"1000";"Emple081"
"970";"1";"773";"";"Trabajan y no estudian (5 - 17 años)";"Se trata de una tipología que combina la situación de trabajo y educación de los niños/as de 5 a 17 años de edad. Apunta a identificar a los niños que debido al trabajo no tienen acceso a la educación o lo hacen con dificultades. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"1001";"Emple082"
"971";"1";"773";"";"Trabajan y no estudian (15 - 17 años)";"Se trata de una tipología que combina la situación de trabajo y educación de los niños/as de 15 a 17 años de edad. Apunta a identificar a los niños que debido al trabajo no tienen acceso a la educación o lo hacen con dificultades. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"1002";"Emple083"
"448";"1";"196";"";"Casas, villas o departamentos";"Viviendas clasificadas como casas, villas o departamentos. Se refiere al tipo de construcción, a la calidad constructiva (durabilidad y funcionalidad); no hace alusión al estado físico de la vivienda. Agrupa a las construcciones con condiciones de habitación más favorables, en contraste con los demás tipos que, además de deficiencias constructivas y limitaciones funcionales, tienen altas probabilidades de carecer de ciertos servicios básicos.";"";"450";"Vivie006"
"487";"1";"201";"";"Medios de eliminación de excretas";"Viviendas conectadas a la red pública de alcantarillado o, que tienen pozo ciego, pozo séptico o letrina. Se refiere únicamente a las viviendas que cuentan con sistemas de recolección y evacuación de excrementos humanos y aguas servidas que son arrastrados por corrientes de agua (alcantarillado o pozos con o sin tratamiento); incluye letrinas.";"";"490";"Vivie041"
"489";"1";"203";"";"Servicio telefónico convencional";"Hogares que disponen de servicio telefónico convencional. Es esencial para el desarrollo social y económico. Se trata de un servicio básico para los hogares; dada su funcionalidad múltiple y su desarrollo tecnológico dejó de será un servicio electivo o suntuario. En la actualidad es, además, la vía de acceso a otras formas de comunicación global (Internet, correo electrónico, etc.).";"";"492";"Vivie040"
"490";"1";"204";"";"Medios de eliminación de basura";"Hogares cuyas viviendas cuentan con un servicio de recolección de basura privado o municipal. Se refiere a los ""carros recolectores""; no incluye eliminación directa por parte de los residentes (en terrenos o por incineración). No toma en cuenta ni la frecuencia ni las características posteriores del servicio (botadero, incineración, relleno sanitario, etc.).";"";"493";"Vivie012"
"737";"1";"219";"";"Agua segura";"Hogares que obtienen el agua para su consumo de fuentes por tubería o carro repartidor. Los medios pueden o no incluir procesos de tratamiento del agua. Incluye a los hogares que se abastecen de la red pública, carro repartidor (o triciclo), pila o llave pública u otra fuente por tubería.";"";"740";"Salud011"
"861";"1";"715";"";"Hogares con teléfono celular";"Hogares que disponen de teléfono(s) celular(es). Así como el servicio telefónico convencional es esencial para el desarrollo social y económico de todo país, el servicio de telefonía celular se ha constituido también en una herramienta para el desempeño diario de las personas. Además, es una vía de acceso a otras formas de comunicación global (internet, correo electrónico, etc.).";"";"870";"Vivie070"
"865";"1";"719";"";"Sistemas de eliminación de excretas";"Viviendas conectadas a la red pública de alcantarillado o, que tienen pozo ciego o pozo séptico. Se refiere únicamente a las viviendas que cuentan con sistemas de recolección y evacuación de excrementos humanos y aguas servidas que son arrastrados por corrientes de agua (alcantarillado o pozos con o sin tratamiento); excluye a las viviendas que disponen de otros medios sanitarios para la eliminación de excretas como las letrinas.";"";"874";"Vivie074"
"122";"1";"256";"";"Distribución del consumo - Coeficiente de Gini";"Es una medida estadística de la desigualdad en la distribución del consumo per cápita de los hogares, que varía entre 0 y 1. Muestra mayor desigualdad mientras se aproxima más a 1 y corresponde a 0 en el caso hipotético de una distribución totalmente equitativa. La desigualdad en la distribución de un recurso cualquiera (ingreso, tierra, capital, riqueza, etc.) implica que diferentes hogares (o individuos, grupos sociales, etc) tienen diferentes cantidades de ese recurso.";"";"122";"Desig006"
"120";"1";"254";"";"Distribución del ingreso - Coeficiente de Gini";"Es una medida estadística de la desigualdad en la distribución del ingreso de los perceptores individuales que varía entre 0 y 1. Muestra mayor desigualdad mientras se aproxima más a 1, y corresponde a 0 en el caso hipotético de una distribución totalmente equitativa. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"120";"Desig009"
"134";"1";"261";"";"Incidencia de la pobreza de consumo";"Una persona es “pobre” por consumo cuando pertenece a un hogar cuyo consumo per cápita, en un período determinado, es inferior al valor de la línea de pobreza. La línea de pobreza es el equivalente monetario del costo de una canasta básica de bienes y servicios por persona por período de tiempo (generalmente, quincena o mes).";"";"134";"Desig014"
"485";"1";"199";"";"Agua entubada por red pública";"Viviendas abastecidas por agua entubada por red pública a través de tubería. Se refiere tanto al sistema (tubería) como al medio de abastecimiento (red pública). La red pública se refiere a los sistemas de captación y conducción del agua hacia las viviendas; pueden o no incluir procesos de tratamiento del agua.";"";"487";"Vivie002"
"135";"1";"262";"";"Incidencia de la extrema pobreza de consumo";"Una persona es “extremo pobre” por consumo cuando pertenece a un hogar cuyo consumo per cápita, en un período determinado, es inferior a la línea de indigencia o extrema pobreza. La línea de indigencia es el equivalente monetario del costo de una canasta de alimentos que permita satisfacer los requerimientos nutricionales de un hogar; la norma frecuentemente utilizada es de 2.141/ kilocalorías /persona/ día.";"";"135";"Desig012"
"996";"1";"318";"";"Pensión asistencial: Personas de tercera edad y personas con discapacidad";"Son transferencias de recursos a los beneficiarios ( personas de tercera edad y personas con discapacidad) a través de la red bancaria nacional. El BDH, es la ayuda monetaria, que el gobierno nacional realiza a los hogares y personas vulnerables todos los meses.";"";"1028";"Accio039"
"313";"1";"776";"";"Tasa de dependencia";"Es la relación entre el número de personas en edades “inactivas” o “dependientes” y el número de personas en edad “económicamente productiva”. En este caso se ha considerado población dependiente a las personas menores de 15 años y a los mayores de 64 años, y población no dependiente a las personas de 15 a 64 años.";"";"314";"Pobla048"
"316";"1";"337";"";"Migración";"Personas de 10 años de edad y más que migraron en el transcurso de los 10 años anteriores a la medición. Se define como migración a los cambios de residencia habitual entre diferentes jurisdicciones administrativas; es decir, al movimiento de personas a través de una frontera específica (nacional, regional, provincial, etc.) para adoptar una nueva residencia. No incluye la migración temporal (estacional).";"";"317";"Pobla030"
"319";"1";"778";"";"Tasa de matrimonios";"Se refiere solo a los matrimonios inscritos en el Registro Civil. Las uniones de hecho, que en nuestro país tienen el mismo estatus legal que los matrimonios y que tienen fuerte incidencia en la Costa rural y la Amazonía no están registradas dentro de este conteo.";"";"320";"Pobla050"
"973";"1";"768";"";"Tipología de la vivienda";"Es una caracterización de la vivienda conceptualizada por los materiales predominantes y estado del piso, techo y paredes, y se define bajo los siguientes criterios: viviendas Aceptables, viviendas Recuperables o Déficit Habitacional Cualitativo, viviendas Irrecuperables o déficit habitacional cuantitativo.";"";"1004";"Vivie076"
"976";"1";"772";"";"Salario básico unificado";"Se refiere al estipendio mínimo mensual que debe pagar el empleador al trabajador en general en virtud de un contrato de trabajo. A partir de la década de 1970 se crearon varias remuneraciones, bonificaciones y compensaciones que, según la ley, deben pagarse adicionalmente al salario básico mensual. Corresponde al SBU en dólares corrientes, sumado al promedio anual de la décimo tercera remuneración y al promedio anual de la décimo cuarta remuneración.";"";"1008";"Econo032"
"977";"1";"795";"";"Canasta básica familiar";"Es una canasta analítica y se refiere a un hogar tipo de 4 miembros, con 1,60 perceptores que ganan exclusivamente la Remuneración básica unificada, está constituida por alrededor de 75 artículos de los 299 que conforman la Canasta de artículos (Bienes y servicios), del Índice de Precios al Cosumidor (IPC).";"";"1009";"Econo033"
"975";"1";"767";"";"Tasa de subempleo";"Se presentan tres tasas de subempleo: tasa de subempleo bruta, tasa de subempleo visible o subempleo por insuficiencia de horas, tasa de otras formas de subempleo. refleja la calidad de los puestos de trabajo generados en una economía. La medición de la subutilización de la fuerza laboral se ha asociado principalmente con el desempleo, ya sea abierto, oculto, estacional, etc. y, por tanto, ha desestimado otro tipo de subutilización, como el subempleo, de importancia en los países en desarrollo.";"";"1007";"Emple085"
"1001";"6";"11";"1";"Tasa neta de matrícula bachillerato";"";"";"772";"Educa102"
"1002";"6";"11";"1";"Tasa neta de matrícula educacion superior";"";"";"772";"Educa102"
"778";"1";"271";"";"Brecha de la  extrema pobreza de ingresos";"Diferencia agregada entre el ingreso de las personas (u hogares) pobres y el valor de una canasta básica de alimentos (o línea de extrema pobreza). Se define como ""pobres extremos "" a aquellas personas que pertenecen a hogares cuyo ingreso per cápita, en 疤Ỵ疥";"";"783";"Desig001"
"955";"1";"268";"";"Incidencia de la pobreza de ingresos ";"Una persona es “pobre” por ingresos cuando pertenece a un hogar cuyo ingreso per cápita, en un período determinado, es inferior al valor de la línea de pobreza. La línea de pobreza es el equivalente monetario del costo de una canasta básica de bienes y servicios. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"985";"Agend_019"
"198";"1";"6";"";"Bachillerato completo";"Personas de 19 años y más que completó la enseñanza secundaria. Comprende lo que hoy se denomina como básico superior y bachillerato. Se refiere sólo a aquellas personas que aprobaron los seis años establecidos para el nivel secundario, no incluye a aquellas que han asistido a programas equivalentes de educación compensatoria o especial. No implica la posesión de título de bachiller. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"199";"Educa069"
"170";"1";"342";"";"Inflación";"Mide el porcentaje de variación del nivel de precios en la economía. Los precios son la tasa a la que se puede intercambiar dinero por bienes, es decir, si por ejemplo, un determinado bien tiene un precio de 100 dólares, se necesitarán intercambiar 100 unidades monetarias para obtener una unidad de ese bien; pero si el precio del bien aumenta, con 100 unidades monetarias ya no se puede obtener una unidad de ese bien. Para la medición del indicador se trabaja con el índice de Precios al Consumidor -IPC-.";"";"170";"Econo015"
